File Name,Name,ID,Version,Mod Loader,URL,Authors,Logo Path,Display Name,Abbr,Mcmod,Subname,Curseforge,Status,File Path,File SHA-1
[1.20.1] SecurityCraft v1.9.10.jar,SecurityCraft,securitycraft,1.9.10,FORGE,https://discord.gg/U8DvBAW,"Geforce132, bl4ckscor3, Redstone_Dubstep",sc_banner.png,[SC] 安全工艺 (Security Craft),SC,443,Security Craft,security-craft,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/[1.20.1] SecurityCraft v1.9.10.jar,33bdf3c3130eaec4ef52a104c02341758977c666
[Forge]CTOV-v3.4.5.jar,ChoiceTheorem's Overhauled Village,ctov,3.4.5,FORGE,https://github.com/ChoiceTheorem/ChoiceTheorem-s-overhauled-village,ChoiceTheorem,,[CTOV] ChoiceTheorem's Overhauled Village,CTOV,6943,,choicetheorems-overhauled-village,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/[Forge]CTOV-v3.4.5.jar,f988d72fed45239a4c0a5040e6ea1e8d1ecdedfd
absentbydesign-1.20.1-1.8.0.jar,Absent By Design Mod,absentbydesign,1.8.0,FORGE,https://www.curseforge.com/minecraft/mc-mods/absent-by-design,Lothrazar,,Absent by Design,,1375,,absent-by-design,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/absentbydesign-1.20.1-1.8.0.jar,9ad2576586f99377e8e470876acfe920c6d75282
Ad-Astra-Giselle-Addon-forge-1.20.1-6.10.jar,Ad Astra: Giselle Addon,ad_astra_giselle_addon,6.10,FORGE,https://www.curseforge.com/minecraft/mc-mods/ad-astra-giselle-addon,gisellevonbingen,,Ad Astra!: Giselle Addon,,9190,,ad-astra-giselle-addon,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Ad-Astra-Giselle-Addon-forge-1.20.1-6.10.jar,8dbd25aa8a1bbc0f0d35f6cd8a90db51906b0170
ad_astra-forge-1.20.1-1.15.18.jar,Ad Astra,ad_astra,1.15.18,FORGE,https://modrinth.com/mod/ad-astra,Alex Nijjar,,Ad Astra!,,7395,,ad-astra,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ad_astra-forge-1.20.1-1.15.18.jar,4bcd0ac9aa80107b6b7f02deef4cdc727becd099
additional_lights-1.20.1-2.1.7.jar,Additional Lights,additional_lights,2.1.7,FORGE,https://www.curseforge.com/minecraft/mc-mods/additional-lights,mgen256,,更多光源 (Additional Lights),,7886,Additional Lights,additional-lights,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/additional_lights-1.20.1-2.1.7.jar,b8ce072a8ce63e903fda4138b03179b504058335
AdditionalEnchantedMiner-1.20.1-1201.1.66.jar,QuarryPlus,quarryplus,1201.1.66,FORGE,https://github.com/Kotori316/QuarryPlus,Kotori316,,[AEM] Additional Enchanted Miner,AEM,1585,,additional-enchanted-miner,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AdditionalEnchantedMiner-1.20.1-1201.1.66.jar,66f480df9032264b8d488d44e29c9a8285a1ab76
additionallanterns-1.1.1a-forge-mc1.20.jar,Additional Lanterns,additionallanterns,1.1.1a,FORGE,https://www.curseforge.com/minecraft/mc-mods/additional-lanterns,SuperMartijn642,,更多灯笼 (Additional Lanterns),,5110,Additional Lanterns,additional-lanterns,Enabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/additionallanterns-1.1.1a-forge-mc1.20.jar,79e4a7953ef1abfaf5be523d7e646dfd26a493a9
AdvancedPeripherals-1.20.1-0.7.40r.jar.disabled,Advanced Peripherals,advancedperipherals,0.7.40r,FORGE,https://docs.intelligence-modding.de/,Srendi,pack.png,Advanced Peripherals,,4973,,advanced-peripherals,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AdvancedPeripherals-1.20.1-0.7.40r.jar.disabled,81a428efe07a41845dd3c87ce11bdc11279573cf
advgenerators-1.6.0.6-mc1.20.1.jar.disabled,Advanced Generators,advgenerators,1.6.0.6,FORGE,https://www.curseforge.com/minecraft/mc-mods/advanced-generators,bdew,,[ADVG] 高级发电机 (Advanced Generators),ADVG,675,Advanced Generators,advanced-generators,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/advgenerators-1.6.0.6-mc1.20.1.jar.disabled,d4aba356b0bc53757973146ec163b8d6410af852
AE2-Things-1.2.1.jar.disabled,AE2 Things,ae2things,1.2.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/ae2-things-forge,"ProjectET, Technici4n",,AE2 Things,,6421,,ae2things,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AE2-Things-1.2.1.jar.disabled,9862284af52931df937980f199a401bfe6651587
ae2insertexportcard-1.20.1-1.2.2.jar.disabled,AE2 Insert Export Card,ae2insertexportcard,1.20.1-1.2.2,FORGE,https://www.curseforge.com/minecraft/mc-mods/ae2-insert-export-card,Ultramega,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ae2insertexportcard-1.20.1-1.2.2.jar.disabled,81531b7d659521934f623d1b70d2d64ca5c7be74
ae2wtlib-15.2.3-forge.jar.disabled,AE2WTLib,ae2wtlib,15.2.3-forge,FORGE,,"mari_023, Ridanisaurus, DomamaN202",,[AE2WT-Forge] AE2无线终端Forge版 (Applied Energistics 2 Wireless Terminals Forge),AE2WT-Forge,4109,Applied Energistics 2 Wireless Terminals Forge,applied-energistics-2-wireless-terminals-forge,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ae2wtlib-15.2.3-forge.jar.disabled,9a35bc25ba2daade63db76ff4012eb68b0392b08
AEAdditions-1.20.1-5.0.6.jar.disabled,AE Additions,ae2additions,5.0.6,FORGE,,MasterYodA,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AEAdditions-1.20.1-5.0.6.jar.disabled,90b8fb630c73244dddb889f9b3decde2a44c849a
AEInfinityBooster-1.20.1-1.0.0+21.jar.disabled,AEInfinityBooster,aeinfinitybooster,1.20.1-1.0.0+21,FORGE,,,,AEInfinityBooster,,7173,,aeinfinitybooster,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AEInfinityBooster-1.20.1-1.0.0+21.jar.disabled,d24e42c3fa3f6a891330bf8ad408cd3066f2dae1
aether-1.20.1-1.4.2-neoforge.jar.disabled,The Aether,aether,1.20.1-1.4.2-neoforge,FORGE,https://modrinth.com/mod/aether,"AlphaMode, bconlon, Burning Cactus, Drullkus, Hugo Payn, Jaryt, Oscar Payn, quek, Raptor, reetam, RENREN, sunsette",,天境二 (The Aether II),,1137,The Aether II,the-aether-ii,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/aether-1.20.1-1.4.2-neoforge.jar.disabled,fcb40860037d5070975c6d2cdb1a56ae26c16b14
AI-Improvements-1.20-0.5.2.jar.disabled,AI-Improvements,aiimprovements,0.5.2,FORGE,,,,AI改进 (AI Improvements),,1480,AI Improvements,ai-improvements,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AI-Improvements-1.20-0.5.2.jar.disabled,11ad483d1fd1f7ebd84b4940b1dc0926b3e9daa8
aiotbotania-1.20.1-4.0.5.jar.disabled,AIOT Botania,aiotbotania,1.20.1-4.0.5,FORGE,https://minecraft.curseforge.com/projects/aiot-botania,"MelanX, derkalaender",,植物魔法全能工具 (AIOT Botania),,1544,AIOT Botania,aiot-botania,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/aiotbotania-1.20.1-4.0.5.jar.disabled,fb119b0089af03e8989710c2f120c8189268c6aa
alchemistry-1.20.1-2.3.4.jar.disabled,Alchemistry,alchemistry,2.3.4,FORGE,,DarkArcana,,炼金化学 (Alchemistry),,1928,Alchemistry,alchemistry,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/alchemistry-1.20.1-2.3.4.jar.disabled,f0656d019a7254befb87e46bcae1dc0ce7acd173
alchemylib-1.20.1-1.0.30.jar.disabled,AlchemyLib,alchemylib,1.0.30,FORGE,,DarkArcana,,[AL] AlchemyLib,AL,1937,,alchemylib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/alchemylib-1.20.1-1.0.30.jar.disabled,7942a72f2df9f09aacd39aaa26803ebcc637ffb6
allthecompressed-1.20.1-3.0.2.jar.disabled,AllTheCompressed,allthecompressed,3.0.2,FORGE,,Pdiddy973,,AllTheCompressed,,6180,,allthecompressed,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/allthecompressed-1.20.1-3.0.2.jar.disabled,f7800ebdf666f763f78e49d60d2e83f18fec7666
allthemodium-1.20.1-47.1.25-2.5.1.jar.disabled,Allthemodium,allthemodium,2.5.1,FORGE,,"thevortex, whatthedrunk",,Allthemodium,,5458,,allthemodium,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/allthemodium-1.20.1-47.1.25-2.5.1.jar.disabled,4dfa6d458b5065162cb947699a5e2506f942c26c
alltheores-1.20.1-47.1.3-2.2.4.jar.disabled,AllTheOres,alltheores,2.2.4,FORGE,,"thevortex, whatthedrunk",,[ATO] All the Ores,ATO,5459,,ato,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/alltheores-1.20.1-47.1.3-2.2.4.jar.disabled,acb6b854e441014ad864c10ff2f42444e8754ebb
allthetweaks-1.20.1-47.2.20-2.3.2.jar.disabled,AllTheTweaks,allthetweaks,2.3.2,FORGE,,"thevortex, whatthedrunk",,All The Tweaks,,6194,,all-the-tweaks,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/allthetweaks-1.20.1-47.2.20-2.3.2.jar.disabled,c6d9b5639a9b012a3ceefa7f95df7b79ff94ca92
allthewizardgear-1.20.1-1.1.4.jar.disabled,All The Wizard Gear,allthewizardgear,1.20.1-1.1.4,FORGE,,Iron431,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/allthewizardgear-1.20.1-1.1.4.jar.disabled,fb273c514f97924a48b9ef518a37b20400a3ccf5
almostunified-forge-1.20.1-0.9.4.jar.disabled,AlmostUnified,almostunified,1.20.1-0.9.4,FORGE,,Almost Reliable,logo.png,Almost Unified,,7980,,almost-unified,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/almostunified-forge-1.20.1-0.9.4.jar.disabled,b04a865b4ffb3c07357435d414205af0101eef62
amendments-1.20-1.2.8.jar.disabled,Amendments,amendments,1.20-1.2.8,FORGE,,MehVahdJukaar,,Amendments,,13860,,amendments,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/amendments-1.20-1.2.8.jar.disabled,f149a86d48d3830679754d1921c7e80831c19291
AngelRing2-1.20.1-2.2.2.jar.disabled,Angel Ring 2,angelring,2.2.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/angel-ring,DenisMasterHerobrine,,天使指环 (Angel Ring),,6177,Angel Ring,angel-ring,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AngelRing2-1.20.1-2.2.2.jar.disabled,bab3ff35cd772a5834e233f2d9f45fd9950388b0
Apotheosis-1.20.1-7.4.0.jar.disabled,Apotheosis,apotheosis,7.4.0,FORGE,,,,神化 (Apotheosis),,1708,Apotheosis,apotheosis,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Apotheosis-1.20.1-7.4.0.jar.disabled,3df0df367ecf54071d3856970f7a306b86f36df2
ApothicAttributes-1.20.1-1.3.6.jar.disabled,Apothic Attributes,attributeslib,1.3.6,FORGE,,,,Apothic Attributes (AttributesLib),,12036,,apothic-attributes,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ApothicAttributes-1.20.1-1.3.6.jar.disabled,e230071ffedea6582c0030065eea151febb7f641
appleskin-forge-mc1.20.1-2.5.1.jar.disabled,AppleSkin,appleskin,2.5.1+mc1.20.1,FORGE,https://github.com/squeek502/AppleSkin,squeek,,[AS] 苹果皮 (AppleSkin),AS,744,AppleSkin,appleskin,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/appleskin-forge-mc1.20.1-2.5.1.jar.disabled,81919356f84eab14258db98924b66c3c38e372b1
Applied-Botanics-forge-1.5.0.jar.disabled,Applied Botanics,appbot,1.5.0,FORGE,,,logo.png,应用能源：植物魔法附属 (Applied Botanics Addon),,6815,Applied Botanics Addon,applied-botanics-addon,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Applied-Botanics-forge-1.5.0.jar.disabled,26ef152312f3fa21dfee305a6787f96c065d6831
Applied-Mekanistics-1.4.2.jar.disabled,Applied Mekanistics,appmek,1.4.2,FORGE,,,logo.png,应用能源：通用机械附属 (Applied Mekanistics),,6055,Applied Mekanistics,applied-mekanistics,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Applied-Mekanistics-1.4.2.jar.disabled,1c6742e3ac2662844c720a42728a10bb9648d13b
appliedenergistics2-forge-15.2.9.jar.disabled,Applied Energistics 2,ae2,15.2.9,FORGE,,,logo.png,[AE2] 应用能源2 (Applied Energistics 2),AE2,260,Applied Energistics 2,applied-energistics-2,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/appliedenergistics2-forge-15.2.9.jar.disabled,66a8d68ca08cd0209076bb12893cc357c713e219
AppliedFlux-1.20-1.1.8-forge.jar.disabled,AppliedFlux,appflux,1.20-1.1.8-forge,FORGE,https://github.com/GlodBlock/ExtendedAE,GlodBlock,,Applied Flux,,13416,,applied-flux,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AppliedFlux-1.20-1.1.8-forge.jar.disabled,f26735368a5fa6c7cf4d930b8ac410f6d46aaef3
Aquaculture-1.20.1-2.5.1.jar.disabled,Aquaculture 2,aquaculture,2.5.1,FORGE,https://minecraft.curseforge.com/projects/aquaculture,"Shadowclaimer, Girafi",,水产业2/水产品2 (Aquaculture 2),,281,Aquaculture 2,aquaculture,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Aquaculture-1.20.1-2.5.1.jar.disabled,5e0904d7a4a290db507b8a36dbbaecfbdb16ef82
architectury-9.2.14-forge.jar.disabled,Architectury,architectury,9.2.14,FORGE,,shedaniel,,Architectury API,,3434,,architectury-api,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/architectury-9.2.14-forge.jar.disabled,a52918a500ff421180a1cbd1a0cabee712134ec4
ars_creo-1.20.1-4.1.0.jar.disabled,Ars Creo,ars_creo,4.1.0,FORGE,,,,Ars Creo,,5617,,ars-creo,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ars_creo-1.20.1-4.1.0.jar.disabled,5264aea2f3cb28a414b50330569bf134acffd91d
ars_elemental-1.20.1-0.6.5.jar.disabled,Ars Elemental,ars_elemental,1.20.1-0.6.5,FORGE,https://www.curseforge.com/minecraft/mc-mods/ars-elemental-elemental-spell-foci,Alexthw,,元素魔艺 (Ars Elemental),,6014,Ars Elemental,ars-elemental-elemental-spell-foci,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ars_elemental-1.20.1-0.6.5.jar.disabled,96ff7296f4fcc47585bfa4bbe197c5114d5ccaaa
ars_nouveau-1.20.1-4.12.1-all.jar.disabled,Ars Nouveau,ars_nouveau,4.12.1,FORGE,,Bailey Hollingsworth,,新生魔艺 (Ars Nouveau),,3468,Ars Nouveau,ars-nouveau,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ars_nouveau-1.20.1-4.12.1-all.jar.disabled,0bcf8237023675ff4b84baccc3d9cb24a0100e36
ars_ocultas-1.20.1-1.2.2-all.jar.disabled,Ars Ocultas,ars_ocultas,1.2.2,FORGE,,mystchonky,,Ars Ocultas,,13257,,ars-ocultas,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ars_ocultas-1.20.1-1.2.2-all.jar.disabled,4c10eb7caf380ffaf7ab1317d9783bf4340ac964
arseng-1.2.0.jar.disabled,arseng-1.2.0.jar,arseng-1.2.0.jar,,UNKNOWN,,,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/arseng-1.2.0.jar.disabled,0866c840609d8872e84a4d52bbb2542699e88755
artifacts-forge-9.5.11.jar.disabled,Artifacts,artifacts,9.5.11,FORGE,https://www.curseforge.com/minecraft/mc-mods/artifacts,ochotonida,,奇异饰品-RLCraft版 (RLArtifacts),,9320,RLArtifacts,rl-artifacts,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/artifacts-forge-9.5.11.jar.disabled,b28984cc502d5249610ecf7694932978c571234d
athena-forge-1.20.1-3.1.2.jar.disabled,Athena,athena,3.1.2,FORGE,https://www.curseforge.com/minecraft/mc-mods/athena,ThatGravyBoat,,Stitch/Athena,,9984,,stitch,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/athena-forge-1.20.1-3.1.2.jar.disabled,2acee24454af859988a691f0506271a465f68f7b
AttributeFix-Forge-1.20.1-21.0.4.jar.disabled,AttributeFix,attributefix,21.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/attributefix,Darkhax,,属性修复 - Fabric版 (Attribute Fix {FABRIC}),,3225,Attribute Fix {FABRIC},attribute,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/AttributeFix-Forge-1.20.1-21.0.4.jar.disabled,6eb69343eb21d38f95d1b1d00e6bc777bdb336fa
balm-forge-1.20.1-7.3.6-all.jar.disabled,Balm,balm,7.3.6,FORGE,https://mods.twelveiterations.com/,BlayTheNinth,,Balm,,4485,,balm,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/balm-forge-1.20.1-7.3.6-all.jar.disabled,9625c48d5d5e44d3cf39ef86e66fde9a2ed09091
BambooEverything-forge-3.0.3+mc1.20.1.jar.disabled,Bamboo Everything,bambooeverything,3.0.3+mc1.20.1,FORGE,,Gaz(Gaz492),,竹子制品 (Bamboo Everything),,1819,Bamboo Everything,bamboo-everything,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BambooEverything-forge-3.0.3+mc1.20.1.jar.disabled,ddc5738ccf252c7bc29841439b0a6ced9bdf5a1c
baubley-heart-canisters-1.20.1-1.0.5.jar.disabled,Baubley Heart Canisters,bhc,1.20.1-1.0.5,FORGE,,Traverse_Joe,,[BHC] 心之容器 (Baubley Heart Canisters),BHC,2285,Baubley Heart Canisters,baubley-heart-canisters,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/baubley-heart-canisters-1.20.1-1.0.5.jar.disabled,43c18dd492cf5c37520d58cdc36c2e74d976c77e
bdlib-1.27.0.8-mc1.20.1.jar.disabled,BdLib,bdlib,1.27.0.8,FORGE,https://www.curseforge.com/minecraft/mc-mods/bdlib,bdew,,BDLib,,676,,bdlib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/bdlib-1.27.0.8-mc1.20.1.jar.disabled,d29b7226d10005a649ec089e626efa534ee88598
BetterAdvancements-Forge-1.20.1-0.4.2.10.jar.disabled,Better Advancements,betteradvancements,0.4.2.10,FORGE,https://www.curseforge.com/minecraft/mc-mods/better-advancements,way2muchnoise,,更好的进度 (Better Advancements),,1530,Better Advancements,better-advancements,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BetterAdvancements-Forge-1.20.1-0.4.2.10.jar.disabled,3c5c99f481e48fcf41223b48063af6851378e746
BetterF3-7.0.2-Forge-1.20.1.jar.disabled,BetterF3,betterf3,7.0.2,FORGE,https://modrinth.com/mod/betterf3,TreyRuffy and cominixo,,更好的F3 (BetterF3),,3525,BetterF3,betterf3,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BetterF3-7.0.2-Forge-1.20.1.jar.disabled,b65cba59e87dc6c6d1aa9c47f09b9996b4e5075d
BiomesOPlenty-1.20.1-18.0.0.598.jar.disabled,Biomes O' Plenty,biomesoplenty,18.0.0.598,FORGE,,"Forstride, Adubbz",bop_logo.png,[BOP] 超多生物群系 (Biomes O' Plenty),BOP,108,Biomes O' Plenty,biomes-o-plenty,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BiomesOPlenty-1.20.1-18.0.0.598.jar.disabled,c10ccda2a31e7ea9dbcb1db9688ee3d66bee25c8
blockui-1.20.1-1.0.156-RELEASE.jar.disabled,UI Library Mod,blockui,1.20.1-1.0.156-RELEASE,FORGE,,LDT Team,,BlockUI,,5246,,blockui,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/blockui-1.20.1-1.0.156-RELEASE.jar.disabled,96859ba9fd3b2226736d54ba9724eaa0758e3b3e
bloodmagic-1.20.1-3.3.3-45.jar.disabled,Blood Magic,bloodmagic,3.3.3-45,FORGE,,WayofTime,,[BM3] 血魔法3 (Blood Magic 3),BM3,5501,Blood Magic 3,blood-magic,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/bloodmagic-1.20.1-3.3.3-45.jar.disabled,ec15dfd15a8b9f3ebb05038038f92c79ff5ceb02
blue_skies-1.20.1-1.3.31.jar.disabled,Blue Skies,blue_skies,1.3.31,FORGE,https://moddinglegacy.com/,"KingPhygieBoo, Silver_David, Lachney",,蔚蓝浩空 (Blue Skies),,1563,Blue Skies,blue-skies,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/blue_skies-1.20.1-1.3.31.jar.disabled,9d86230565f9262e845da2065f138e470eaed44c
blueflame-1.20.0-1.0.3.jar.disabled,Blue Flame Burning,blueflame,1.20.0-1.0.3,FORGE,,LobsterJonn,,Blue Flame Burning,,11829,,blueflame,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/blueflame-1.20.0-1.0.3.jar.disabled,4399f987dbf59bbb4e8bf23d8eedb9ab8ba67555
Bookshelf-Forge-1.20.1-20.2.13.jar.disabled,Bookshelf,bookshelf,20.2.13,FORGE,https://www.curseforge.com/minecraft/mc-mods/bookshelf,Darkhax,logo.png,Bookshelf,,938,,bookshelf,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Bookshelf-Forge-1.20.1-20.2.13.jar.disabled,c53d9eb5ce9e8ef0f2ea9b11e478d84ce958c3e5
Botania-1.20.1-445-FORGE.jar.disabled,Botania,botania,1.20.1-445-FORGE,FORGE,https://botaniamod.net,"Vazkii, wiiv, williewillus, dylan4ever, Hubry, Alwinfy, artemisSystem, Falkory220",logo.png,[BOT] 植物魔法 (Botania),BOT,332,Botania,botania,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Botania-1.20.1-445-FORGE.jar.disabled,e91d26f7176607efc3d5ba06454c748a3b92b32c
BotanyPots-Forge-1.20.1-13.0.36.jar.disabled,BotanyPots,botanypots,13.0.36,FORGE,https://www.curseforge.com/minecraft/mc-mods/botany-pots,Darkhax,logo.png,植物盆栽 (Botany Pots),,3499,Botany Pots,botany-pots,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BotanyPots-Forge-1.20.1-13.0.36.jar.disabled,c40db03b1e1246c65345430e0518dd764eeb975c
BotanyTrees-Forge-1.20.1-9.0.11.jar.disabled,BotanyTrees,botanytrees,9.0.11,FORGE,https://www.curseforge.com/minecraft/mc-mods/botany-trees,Darkhax,logo.png,Botany Trees,,3491,,botany-trees,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BotanyTrees-Forge-1.20.1-9.0.11.jar.disabled,1ceaf7cd26f85e61dd7fef720012f3772496f524
botarium-forge-1.20.1-2.3.4.jar.disabled,Botarium,botarium,2.3.4,FORGE,https://modrinth.com/mod/botarium,CodexAdrian,,Botarium,,8235,,botarium,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/botarium-forge-1.20.1-2.3.4.jar.disabled,a6928cb03b7c5f81900d3d3c8e8c8f6a89a51a5b
BrandonsCore-1.20.1-3.2.1.302-universal.jar.disabled,Brandon's Core,brandonscore,${version},FORGE,http://minecraft.curseforge.com/projects/brandons-core,brandon3055,,Brandon's Core,,599,,brandons-core,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/BrandonsCore-1.20.1-3.2.1.302-universal.jar.disabled,1378ba5f84267c18f945c52d787ac86e40d6c241
buildinggadgets2-1.0.7.jar.disabled,Building Gadgets 2,buildinggadgets2,1.0.7,FORGE,https://github.com/Direwolf20-MC/BuildingGadgets2,Direwolf20,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/buildinggadgets2-1.0.7.jar.disabled,466c8cf2a45d878a224a77525b254b044aba3bd2
bwncr-forge-1.20.1-3.17.0.jar.disabled,Bad Wither No Cookie Reloaded,bwncr,3.17.0,FORGE,https://minecraft.curseforge.com/projects/bad-wither-no-cookie-reloaded,"Kreezxil, Eleksploded",,[BWNCR] Bad Wither No Cookie - Reloaded,BWNCR,1742,,bad-wither-no-cookie-reloaded,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/bwncr-forge-1.20.1-3.17.0.jar.disabled,425aa8183fcbf3f84f893eff88d90771cca1bb03
cabletiers-1.20.1-1.2.2.jar.disabled,Cable Tiers,cabletiers,1.20.1-1.2.2,FORGE,https://www.curseforge.com/minecraft/mc-mods/cable-tiers,Ultramega,,Cable Tiers,,6163,,cable-tiers,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cabletiers-1.20.1-1.2.2.jar.disabled,83da147d635e3adbbcd59a24e4c4de9bbdf9830e
caelus-forge-3.2.0+1.20.1.jar.disabled,Caelus API,caelus,3.2.0+1.20.1,FORGE,https://github.com/TheIllusiveC4/Caelus,C4,caelus_icon.png,Caelus API,,2458,,caelus,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/caelus-forge-3.2.0+1.20.1.jar.disabled,fa834f140bf7dce7b67c29b46cb531f4309d3209
caupona-1.20.1-0.4.9.jar.disabled,Caupona,caupona,1.20.1-0.4.9,FORGE,,"[TeamMoeg] khjxiaogu, Lyuuke",,分茶 (Caupona),,7154,Caupona,caupona,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/caupona-1.20.1-0.4.9.jar.disabled,0b005d3ad42fd30e39b1f056dfc955496b6b356e
cc-tweaked-1.20.1-forge-1.111.0.jar.disabled,CC: Tweaked,computercraft,1.111.0,FORGE,https://tweaked.cc,"Daniel Ratcliffe, Aaron Mills, SquidDev",pack.png,CC: Restitched with Polymer,,6723,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/cc-tweaked-1.20.1-forge-1.111.0.jar.disabled,7be5aa1975b84b8f75d77eb0cb89d26ca4ee3680
